9-s2.0-14036501500,University of Wisconsin-Madison,Madison,United States 
9-s2.0-14037160900,Iowa State University,Ames,United States 
9-s2.0-14043832400,University of Minnesota,Minneapolis,United States 
9-s2.0-14045324900,University of Notre Dame,Notre Dame,United States 
9-s2.0-14045516300,Università degli Studi di Bari,Bari,Italy 
9-s2.0-14046562600,Universiteit Antwerpen,Antwerpen,Belgium 
9-s2.0-14047640400,National Institute of Diabetes and Digestive and Kidney Diseases,Bethesda,United States 
9-s2.0-14048078300,Dartmouth College,Hanover,United States 
9-s2.0-14050501800,University of The Gambia,Serrekunda,Gambia 
9-s2.0-14051799500,University of Colorado Boulder,Boulder,United States 
9-s2.0-14052571600,Keck School of Medicine of USC,Los Angeles,United States 
9-s2.0-14053604900,King Abdullah University of Science and Technology,Jeddah,Saudi Arabia 
9-s2.0-14057983000,Université du Québec à Montréal,Montreal,Canada 
9-s2.0-14058867100,National Center for Advancing Translational Sciences,Bethesda,United States 
9-s2.0-14058886100,Observatório Nacional,Sao Cristovao,Brazil 
9-s2.0-14059757200,The Ohio State University,Columbus,United States 
9-s2.0-14060094700,John Innes Centre,Norwich,United Kingdom 
9-s2.0-14060366900,University of Notre Dame,Notre Dame,United States 
9-s2.0-14068241900,The Fourth People's Hospital of Zhenjiang,Zhenjiang,China 
9-s2.0-14122071800,Siberian Federal University,Krasnoyarsk,Russian Federation 
9-s2.0-14319198500,University of Iowa Carver College of Medicine,"Iowa City, IA",United States 
9-s2.0-14421219700,Fudan University,Shanghai,China 
9-s2.0-14421429000,Universidad de la Laguna,San Cristobal de La Laguna,Spain 
9-s2.0-14519557400,State University of New York Institute of Technology,Utica,United States 
9-s2.0-14524805200,University of Virginia,Charlottesville,United States 
9-s2.0-14527234800,Carmot Therapeutics Inc.,Berkeley,United States 
9-s2.0-14622185100,University of Notre Dame,Notre Dame,United States 
9-s2.0-14623008500,Southern Medical University,Guangzhou,China 
9-s2.0-14626798300,The University of North Carolina at Chapel Hill,Chapel Hill,United States 
9-s2.0-14631465500,University of Notre Dame,Notre Dame,United States 
9-s2.0-14634210200,Texas A&amp;M University,College Station,United States 
9-s2.0-14634343200,Florida State University,Tallahassee,United States 
9-s2.0-14819324800,University of Wisconsin-Madison,Madison,United States 
9-s2.0-14832184300,Universitatea Babes-Bolyai din Cluj-Napoca,Cluj Napoca,Romania 
9-s2.0-14832431000,"Animal, Santé, Territoires, Risques et Ecosystèmes (ASTRE)",Montferrier-sur-Lez,France 
9-s2.0-14919159700,Duke University Medical Center,Durham,United States 
9-s2.0-15019501700,The University of Arizona,Tucson,United States 
9-s2.0-15030878900,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,Germany 
9-s2.0-15040095200,Xi'an Jiaotong University,Xi'an,China 
9-s2.0-15048503100,Indian Institute of Technology Kanpur,Kanpur,India 
9-s2.0-15050815400,Chalmers University of Technology,Göteborg,Sweden 
9-s2.0-15051769000,Harvard University,Cambridge,United States 
9-s2.0-15058519400,University of Kentucky,Lexington,United States 
9-s2.0-15061412800,Wayne State University,Detroit,United States 
9-s2.0-15063517300,Florida State University,Tallahassee,United States 
9-s2.0-15065550600,University of Minnesota,Minneapolis,United States 
9-s2.0-15065850600,"University of Washington, Seattle",Seattle,United States 
9-s2.0-15067249400,University of Manchester,Manchester,United Kingdom 
9-s2.0-15070525700,The Doctorate-Granting Institution of the City University of New York,New York,United States 
9-s2.0-15076548100,University of Notre Dame,Notre Dame,United States 
9-s2.0-15078552100,Huashan Hospital,Shanghai,China 
9-s2.0-15122788900,Università degli Studi di Parma,Parma,Italy 
9-s2.0-15122883300,Illinois Institute of Technology,Chicago,United States 
9-s2.0-15124343400,Waseda University,Tokyo,Japan 
9-s2.0-15126063600,Seoul National University,Seoul,South Korea 
9-s2.0-15127938900,Senckenberg Forschungsinstitut und Naturmuseum,Frankfurt am Main,Germany 
9-s2.0-15131711500,University of Arkansas - Fayetteville,Fayetteville,United States 
9-s2.0-15135978200,Bronx Community College,New York,United States 
9-s2.0-15136350800,"California State University, Northridge",Northridge,United States 
9-s2.0-15136579300,Università degli Studi di Padova,Padua,Italy 
9-s2.0-15318976800,University of Pennsylvania Perelman School of Medicine,Philadelphia,United States 
9-s2.0-15622840200,University of Notre Dame,Notre Dame,United States 
9-s2.0-15724297700,"University of California, Davis",Davis,United States 
9-s2.0-15729456400,City of Hope National Med Center,Duarte,United States 
9-s2.0-15739411100,Università degli Studi di Pavia,Pavia,Italy 
9-s2.0-15747132600,Stony Brook University,Stony Brook,United States 
9-s2.0-15750049800,National Microbiology Laboratory,Winnipeg,Canada 
9-s2.0-15751145000,Fermi National Accelerator Laboratory,Batavia,United States 
9-s2.0-15759618600,Medical College of Wisconsin,Milwaukee,United States 
9-s2.0-15763315600,Severance Hospital,Seoul,South Korea 
9-s2.0-15767013600,University of Notre Dame,Notre Dame,United States 
9-s2.0-15823262400,University of Notre Dame,Notre Dame,United States 
9-s2.0-15826237800,ITOP Corporation,Palo Alto,United States 
9-s2.0-15834439600,Florida State University,Tallahassee,United States 
9-s2.0-15836819100,Allen Institute for Brain Science,Washington,United States 
9-s2.0-15837711300,The University of North Carolina at Greensboro,Greensboro,United States 
9-s2.0-15839994000,St. Petersburg Department of V.A.Steklov Institute of Mathematics of the Russian Academy of Sciences,Saint Petersburg (ex Leningrad),Russian Federation 
9-s2.0-15843171300,University of Minnesota,Minneapolis,United States 
9-s2.0-15921267800,Eijkman Institute for Molecular Biology,Jakarta,Indonesia 
9-s2.0-15924354400,"University of Washington, Seattle",Seattle,United States 
9-s2.0-16029166800,AbbVie,North Chicago,United States 
9-s2.0-16029978600,Oakland University,Rochester,United States 
9-s2.0-16032355900,Smith College,Northampton,United States 
9-s2.0-16037130600,University of Notre Dame,Notre Dame,United States 
9-s2.0-16044062200,Southern Medical University,Guangzhou,China 
9-s2.0-16069795700,Northwestern University,Evanston,United States 
9-s2.0-16136950800,Compartimentation et Dynamique Cellulaires,Paris,France 
9-s2.0-16146397800,University of Tennessee College of Veterinary Medicine,Knoxville,United States 
9-s2.0-16157156400,University of East Anglia,Norwich,United Kingdom 
9-s2.0-16174223900,Universitätsmedizin Göttingen,Gottingen,Germany 
9-s2.0-16174604000,University of Cologne,Koln,Germany 
9-s2.0-16177772600,California Institute of Technology,Pasadena,United States 
9-s2.0-16184384400,"University of Washington, Seattle",Seattle,United States 
9-s2.0-16190571800,Sorbonne Universite,Paris,France 
9-s2.0-16197234000,Northeastern University,Boston,United States 
9-s2.0-16202487600,"University of California, Los Angeles",Los Angeles,United States 
9-s2.0-16202978400,Pontificia Universidad Católica de Chile,Santiago,Chile 
9-s2.0-16205085300,Obstetrics and Gynecology Hospital Affiliated to Nanjing Medical University,Nanjing,China 
9-s2.0-16207276400,The University of Chicago,Chicago,United States 
9-s2.0-16207611100,Osaka University,Suita,Japan 
9-s2.0-16212032400,"University of Michigan, Ann Arbor",Ann Arbor,United States 
9-s2.0-16215359300,The Francis Crick Institute,London,United Kingdom 
9-s2.0-16215963300,Juntendo University School of Medicine,Tokyo,Japan 
9-s2.0-16221058900,Arizona State University,Tempe,United States 
9-s2.0-16228859400,National Institute for Materials Science,Tsukuba,Japan 
9-s2.0-16230918500,Stony Brook University,Stony Brook,United States 
9-s2.0-16237843500,Shandong University,Jinan,China 
9-s2.0-16240250900,Centre Hospitalier de L'Universite de Montreal, null,Canada 
9-s2.0-16240329600,Michigan Technological University,Houghton,United States 
9-s2.0-16306738600,Montana State University,Bozeman,United States 
9-s2.0-16311122900,University of Iowa,Iowa City,United States 
9-s2.0-16402901600,Rutgers University–New Brunswick,New Brunswick,United States 
9-s2.0-16412870600,INIT GmbH,Karlsruhe,Germany 
9-s2.0-16417618600,Korea Polar Research Institute,Incheon,South Korea 
9-s2.0-16418377800,Institute of Mathematics of the Academy of Sciences of the Ukrainian SSR, null,Ukraine 
9-s2.0-16422583600,Ruhr-Universitat Bochum,Bochum,Germany 
9-s2.0-16425344500,Indiana University School of Medicine,Indianapolis,United States 
9-s2.0-16425441400,Duke University,Durham,United States 
9-s2.0-16425646300,The Ohio State University,Columbus,United States 
9-s2.0-16427632600,University of Rochester,Rochester,United States 
9-s2.0-16443982500,Universite de Neuchatel,Neuchatel,Switzerland 
9-s2.0-16451248800,Sorbonne Universite,Paris,France 
9-s2.0-16458625100,"National Academy of Sciences in Ukraine, Institute of Mathematics",Kiev,Ukraine 
9-s2.0-16463607800,Universiteit Gent,Ghent,Belgium 
9-s2.0-16466355700, null, null, null 
9-s2.0-16469007200,Université du Littoral Côte d‘Opale,Dunkerque,France 
9-s2.0-16476081700,Alikhanov Institute for Theoretical and Experimental Physics,Moscow,Russian Federation 
9-s2.0-16480396300,University of Florida,Gainesville,United States 
9-s2.0-16490671300,University of Notre Dame,Notre Dame,United States 
9-s2.0-16494944200,"National Institutes of Health, Bethesda",Bethesda,United States 
9-s2.0-16534327100,Johannes Kepler Universitat Linz,Linz,Austria 
9-s2.0-16534552600,Universidad de Santiago de Chile,Santiago,Chile 
9-s2.0-16549997700,Centre de Sciences Nucléaires et de Sciences de la Matière,Orsay,France 
9-s2.0-16644431500,University of Notre Dame,Notre Dame,United States 
9-s2.0-16644973300,Khalifa University of Science and Technology,Abu Dhabi,United Arab Emirates 
9-s2.0-16646253600,"University of Basel, Institute for Medical Microbiology",Basel,Switzerland 
9-s2.0-16686534500,University of Zurich,Zurich,Switzerland 
9-s2.0-16733897200,"Merck &amp; Co., Inc.",Kenilworth,United States 
9-s2.0-16742547900,"University of California, San Francisco",San Francisco,United States 
9-s2.0-16837149300,The University of Alabama at Birmingham,Birmingham,United States 
9-s2.0-16943170100,Tel Aviv University,Tel Aviv-Yafo,Israel 
9-s2.0-16949544200,Mayo Clinic,Rochester,United States 
9-s2.0-17035432100,Medical University of South Carolina,Charleston,United States 
9-s2.0-17135633500,Binghamton University State University of New York,Binghamton,United States 
9-s2.0-17233679000,Hallym University,Chuncheon,South Korea 
9-s2.0-17233741000,Argonne National Laboratory,Lemont,United States 
9-s2.0-17339473100,Medical School,Minneapolis,United States 
9-s2.0-17342538400,University of Notre Dame,Notre Dame,United States 
9-s2.0-17435775800,University of Notre Dame,Notre Dame,United States 
9-s2.0-18038206200,University of Notre Dame,Notre Dame,United States 
9-s2.0-18133640500,University College Dublin,Dublin,Ireland 
9-s2.0-18133710500,Duke University Medical Center,Durham,United States 
9-s2.0-18134357200,Colorado State University,Fort Collins,United States 
9-s2.0-18134896800,European Molecular Biology Laboratory Hamburg,Hamburg,Germany 
9-s2.0-18345422600,Chinese University of Hong Kong,Shatin,Hong Kong 
9-s2.0-18435134600,Madras Diabetes Research Foundation,Chennai,India 
9-s2.0-18633559700,Washington University School of Medicine in St. Louis,St. Louis,United States 
9-s2.0-18835393500,The University of North Carolina at Chapel Hill,Chapel Hill,United States 
9-s2.0-19136469400,Li Ka Shing Institute of Virology,Edmonton,Canada 
9-s2.0-19333686800,Ulster University,Coleraine,United Kingdom 
9-s2.0-19337048900,Johns Hopkins Bloomberg School of Public Health,Baltimore,United States 
9-s2.0-19337593800,"University of California, San Diego",San Diego,United States 
9-s2.0-19434183500,"University of California, Los Angeles",Los Angeles,United States 
9-s2.0-20035582600,"Institute of Molecular Biology and Biotechnology, Foundation for Research and Technology-Hellas",Heraklion,Greece 
9-s2.0-20435219700,University of Vermont,Burlington,United States 
9-s2.0-20734464300,Princeton University,Princeton,United States 
9-s2.0-20836017400,University of Leicester,Leicester,United Kingdom 
9-s2.0-21035951300,University of Surrey,Guildford,United Kingdom 
9-s2.0-21535842100,Lawrence Berkeley National Laboratory,Berkeley,United States 
9-s2.0-21739817000,Los Alamos National Laboratory,Los Alamos,United States 
9-s2.0-21934725400,"Newcastle University, United Kingdom",Newcastle,United Kingdom 
9-s2.0-22036508400,Yale School of Medicine,New Haven,United States 
9-s2.0-22137029000,Washington University in St. Louis,St. Louis,United States 
9-s2.0-22634988700,Argonne National Laboratory,Lemont,United States 
9-s2.0-22636476200,Northeast Forestry University,Harbin,China 
9-s2.0-22735336000,University of Calgary,Calgary,Canada 
9-s2.0-22735935500,Beijing Institute of Technology,Beijing,China 
9-s2.0-22835765700,University of Houston,Houston,United States 
9-s2.0-22836567800,Politecnico di Milano,Milan,Italy 
9-s2.0-22933886600,"Washington University School of Medicine in St. Louis, Mallinckrodt Institute of Radiology",St. Louis,United States 
9-s2.0-22939453000, null, null, null 
9-s2.0-22939857600,Deutsche Forschungsgemeinschaft (DFG),Bonn,Germany 
9-s2.0-22951309100,Johns Hopkins Bloomberg School of Public Health,Baltimore,United States 
9-s2.0-22951928100,University of Jyvaskyla,Jyvaskyla,Finland 
9-s2.0-22952123200,Cyclotron Institute,College Station,United States 
9-s2.0-22955948900,Universite de Rennes 1,Rennes,France 
9-s2.0-22957185000,Universität Konstanz,Konstanz,Germany 
9-s2.0-22957956600,The University of Sydney,Sydney,Australia 
9-s2.0-22960228400,University of Notre Dame,Notre Dame,United States 
9-s2.0-22960464900,University of Cologne,Koln,Germany 
9-s2.0-22960890000,Lunds Universitet,Lund,Sweden 
9-s2.0-22962427500,Università degli Studi di Padova,Padua,Italy 
9-s2.0-22965355200,The Royal Institute of Technology (KTH),Stockholm,Sweden 
9-s2.0-22968381600,University of Notre Dame,Notre Dame,United States 
9-s2.0-22969936200,University of Connecticut,Storrs,United States 
9-s2.0-22973556400,Purdue University,West Lafayette,United States 
9-s2.0-22973723400,University of Notre Dame,Notre Dame,United States 
9-s2.0-22976447400,National Institute of Standards and Technology,Gaithersburg,United States 
9-s2.0-22978736600,Martin-Universität Halle-Wittenberg,Halle,Germany 
9-s2.0-22979645000,National Research Council Canada,"Ottawa ON,",Canada 
9-s2.0-22983344100,University of Notre Dame,Notre Dame,United States 
9-s2.0-22987080600,"University of California, Irvine",Irvine,United States 
9-s2.0-22990861500,Columbia University in the City of New York,New York,United States 
9-s2.0-23007469100,University of Illinois at Urbana-Champaign,Urbana,United States 
9-s2.0-23012982500,NASA Goddard Space Flight Center,Greenbelt,United States 
9-s2.0-23021302600,Argonne National Laboratory,Lemont,United States 
9-s2.0-23025357900,Universitat de Barcelona,Barcelona,Spain 
9-s2.0-23034163500,University of Texas at Dallas,Richardson,United States 
9-s2.0-23034178700,Harvard School of Public Health,Boston,United States 
9-s2.0-23034350200,University of Cologne,Koln,Germany 
9-s2.0-23037045100,Vidyasirimedhi Institute of Science and Technology,Rayong,Thailand 
9-s2.0-23049275800,North Carolina State University,Raleigh,United States 
9-s2.0-23080587400,Harvard Medical School,Boston,United States 
9-s2.0-23094609300,University of Notre Dame,Notre Dame,United States 
9-s2.0-23094987600,Cranfield University,Cranfield,United Kingdom 
9-s2.0-23149068200,Victoria University of Wellington,Wellington,New Zealand 
9-s2.0-23151130100,University of Notre Dame,Notre Dame,United States 
9-s2.0-23383691400,Pace University,New York,United States 
9-s2.0-23394613900,Central Michigan University,Mount Pleasant,United States 
9-s2.0-23397102200,Universitätsmedizin Göttingen,Gottingen,Germany 
9-s2.0-23398413200,The Peter Doherty Institute for Infection and Immunity,Melbourne,Australia 
9-s2.0-23469509300,Oregon Health &amp; Science University,Portland,United States 
9-s2.0-23474721900,University of Minnesota,Minneapolis,United States 
9-s2.0-23479690100,Epicentre,Paris,France 
9-s2.0-23481727600,Pennsylvania State University,University Park,United States 
9-s2.0-23485285700,Los Alamos National Laboratory,Los Alamos,United States 
9-s2.0-23486332900,CERFACS,Toulouse,France 
9-s2.0-23487098800,Northwestern University,Evanston,United States 
9-s2.0-23491117800,Guangdong Provincial Key Laboratory of Organ Donation and Transplant Immunology,Guangzhou,China 
9-s2.0-23494961300,Université de Strasbourg,Strasbourg,France 
9-s2.0-23569425600,Sir William Dunn School of Pathology,Oxford,United Kingdom 
9-s2.0-23666536300,"College of Medicine and Veterinary Medicine, Edinburgh Medical School",Edinburgh,United Kingdom 
9-s2.0-23667104400,New Mexico State University Las Cruces,Las Cruces,United States 
9-s2.0-23667349100,California Institute of Technology,Pasadena,United States 
9-s2.0-23668894900,"University of California, San Diego",San Diego,United States 
9-s2.0-23669286100,"University of California, San Francisco",San Francisco,United States 
9-s2.0-23768174900,Carnegie Mellon University,Pittsburgh,United States 
9-s2.0-23966634100,Yale University,New Haven,United States 
9-s2.0-23972853200,The Ohio State University,Columbus,United States 
9-s2.0-23976179800,Rensselaer Polytechnic Institute,Troy,United States 
9-s2.0-23985401900,Seoul National University College of Medicine,Seoul,South Korea 
9-s2.0-23985788000,Rice University,Houston,United States 
9-s2.0-23987373400,University of Notre Dame,Notre Dame,United States 
9-s2.0-23992147600,Madras Diabetes Research Foundation,Chennai,India 
9-s2.0-23993021700,University of Connecticut,Mansfield,United States 
9-s2.0-23994859500,Università degli Studi di Torino,Turin,Italy 
9-s2.0-24069756700,Thermo Fisher Scientific Inc.,Waltham,United States 
9-s2.0-24072180100,Université de Lausanne (UNIL),Lausanne,Switzerland 
9-s2.0-24073503900,The University of Adelaide,Adelaide,Australia 
9-s2.0-24075676800,Universidad Autónoma de Madrid,Madrid,Spain 
9-s2.0-24169377100,AbbVie,North Chicago,United States 
9-s2.0-24169998800,CNRS Centre National de la Recherche Scientifique,Paris,France 
9-s2.0-24172835200,Pacific Northwest National Laboratory,Richland,United States 
9-s2.0-24281948900,University of Notre Dame,Notre Dame,United States 
9-s2.0-24282139600,Argonne National Laboratory,Lemont,United States 
9-s2.0-24284763700,The University of Utah,Salt Lake City,United States 
9-s2.0-24290126700,University of Wisconsin-Madison,Madison,United States 
9-s2.0-24293206400,Massachusetts Institute of Technology,Cambridge,United States 
9-s2.0-24296427700,University of Kentucky,Lexington,United States 
9-s2.0-24301377300,Universidad de la Republica Instituto de Fisica,Montevideo,Uruguay 
9-s2.0-24301726300,Indiana University-Purdue University Indianapolis,Indianapolis,United States 
9-s2.0-24337306200,Potawatomi Zoo,South Bend,United States 
9-s2.0-24338010800,Beijing Normal University,Beijing,China 
9-s2.0-24343866600,University of Notre Dame,Notre Dame,United States 
9-s2.0-24359644800,Clemson University,Clemson,United States 
9-s2.0-24365523600,London School of Hygiene &amp; Tropical Medicine,London,United Kingdom 
9-s2.0-24371217600,Laboratori Nazionali del Gran Sasso,Assergi,Italy 
9-s2.0-24377427100,Universität Bonn,Bonn,Germany 
9-s2.0-24379066600,Ecole Polytechnique Fédérale de Lausanne,Lausanne,Switzerland 
9-s2.0-24390073800,University of Notre Dame,Notre Dame,United States 
9-s2.0-24390587400,Georgetown University,Washington,United States 
9-s2.0-24391410700,Georgetown University,Washington,United States 
9-s2.0-24391435000,Georgetown University,Washington,United States 
9-s2.0-24399593100,Yale University,New Haven,United States 
9-s2.0-24402187000,University of Oregon,Eugene,United States 
9-s2.0-24406292600,Imperial College London,London,United Kingdom 
9-s2.0-24423494800,University of Notre Dame,Notre Dame,United States 
9-s2.0-24428083100,Argonne National Laboratory,Lemont,United States 
9-s2.0-24429758500,Faculty of Mathematics,Cambridge,United Kingdom 
9-s2.0-24437645600,University of Notre Dame,Notre Dame,United States 
9-s2.0-24448556200,University of Notre Dame,Notre Dame,United States 
9-s2.0-24456899100,Johns Hopkins University,Baltimore,United States 
9-s2.0-24457570400,Institute of Physics of the Polish Academy of Sciences,Warsaw,Poland 
9-s2.0-24462862000,Shandong Normal University,Jinan,China 
9-s2.0-24468545300,Lanzhou University,Lanzhou,China 
9-s2.0-24468636800,"University of Michigan, Ann Arbor",Ann Arbor,United States 
9-s2.0-24483889800,NASA Goddard Space Flight Center,Greenbelt,United States 
9-s2.0-24487361900,Osaka University,Suita,Japan 
9-s2.0-24488056900,"University of California, San Diego",San Diego,United States 
9-s2.0-24503280300,Campus for Research Excellence And Technological Enterprise,Singapore City,Singapore 
9-s2.0-24513648600,Lawrence Livermore National Laboratory,Livermore,United States 
9-s2.0-24523252700,Instituto Evandro Chagas,Ananindeua,Brazil 
9-s2.0-24529204300,Michigan State University,East Lansing,United States 
9-s2.0-24533453400,University of Massachusetts Medical School,Worcester,United States 
9-s2.0-24544771300,Texas Biomedical Research Institute,San Antonio,United States 
9-s2.0-24558635500,Tufts University School of Dental Medicine,Boston,United States 
9-s2.0-24580216900,UNM School of Medicine,Albuquerque,United States 
9-s2.0-24582920100,Duke University,Durham,United States 
9-s2.0-24583729300,University of Kansas,Kansas City,United States 
9-s2.0-24598007900,University of Cincinnati Medical Center,Cincinnati,United States 
9-s2.0-24598118500,Physikalisch-Technische Bundesanstalt,Braunschweig,Germany 
9-s2.0-24605059200,College of Science,West Lafayette,United States 
9-s2.0-24725968800,National Taiwan University Hospital,Taipei,Taiwan 
9-s2.0-24726360200,Dalian University of Technology,Dalian,China 
9-s2.0-24765104900,University of Notre Dame,Notre Dame,United States 
9-s2.0-24777476100,Nanjing Medical University,Nanjing,China 
9-s2.0-24777834900,UCSF School of Medicine,San Francisco,United States 
9-s2.0-24780961500,University of Notre Dame,Notre Dame,United States 
9-s2.0-24788343100,Helmholtz-Institut für Pharmazeutische Forschung Saarland (HIPS),Saarbrucken,Germany 
9-s2.0-24829446500,Monash University,Melbourne,Australia 
9-s2.0-24833182400,University of Notre Dame,Notre Dame,United States 
9-s2.0-24922709400,ETH Zürich,"Zurich ZH,",Switzerland 
9-s2.0-25028188800,Seoul National University College of Medicine,Seoul,South Korea 
9-s2.0-25031729800,Seoul National University,Seoul,South Korea 
9-s2.0-25122338400,"University of California, San Diego",San Diego,United States 
9-s2.0-25225746300,Washington University School of Medicine in St. Louis,St. Louis,United States 
